StudyID,Species,Taxon.group,Endo.Ecto,linear.coefs,linear.coefs.se,elevation,abs.Lat,Genus,family,order,class
110,Salmo trutta,V,Ecto,0.004672588,NA,437,61.25,Salmo,Salmonidae,Salmoniformes,Actinopterygii
110,Salmo trutta,V,Ecto,0.005711067,NA,437,61.25,Salmo,Salmonidae,Salmoniformes,Actinopterygii
110,Salmo trutta,V,Ecto,0.165270979,NA,437,61.25,Salmo,Salmonidae,Salmoniformes,Actinopterygii
110,Salmo trutta,V,Ecto,-0.144287056,NA,437,61.25,Salmo,Salmonidae,Salmoniformes,Actinopterygii
110,Salmo trutta,V,Ecto,0.009511024,NA,437,61.25,Salmo,Salmonidae,Salmoniformes,Actinopterygii
110,Salmo trutta,V,Ecto,-0.081019464,NA,437,61.25,Salmo,Salmonidae,Salmoniformes,Actinopterygii
110,Salmo trutta,V,Ecto,0.07699615,NA,437,61.25,Salmo,Salmonidae,Salmoniformes,Actinopterygii
145,Petrochelidon pyrrhonota,V,Endo,0.1220348,0.070577295,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,0.1972843,0.059355513,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,0.0109877,0.056375466,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,0.0445587,0.046731907,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,0.0389769,0.047608129,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,0.1040599,0.055179984,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,0.0402933,0.04859803,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,0.0665379,0.041816702,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,0.0255888,0.052349658,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,-0.0578901,0.054703926,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,0.065868,0.117157412,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,-0.0372921,0.170615441,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,-0.2755929,0.091711044,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,-0.2038392,0.063673141,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,0.4361756,0.078795183,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,-0.1051686,0.05255415,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,0.51526,0.090824587,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,-0.1442724,0.079331347,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,0.034637,0.041243842,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,0.1369134,0.041178183,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,-0.1759534,0.061780667,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,0.1244578,0.064577674,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,-0.0186712,0.135998198,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,0.0610706,0.154471921,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,0.0311103,0.07489808,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,0.4941281,0.062672896,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,-0.8050861,0.069595234,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,0.1236144,0.055261324,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,0.978617,0.082722229,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,1.034467,0.076676113,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,0.2286868,0.057004839,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,-0.0363153,0.049341735,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,-0.0852332,0.064174353,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,0.1118091,0.061154561,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,0.0307458,0.127813956,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,-0.1720405,0.210267341,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,0.2680112,0.078753587,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,-0.1363092,0.072929494,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,0.9945964,0.078225481,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,0.0113163,0.056685143,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,-0.0706124,0.049526518,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,0.1730018,0.046744756,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,0.0468211,0.046578266,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,0.1361281,0.042451737,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,0.1067431,0.051047248,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,-0.0437306,0.051137299,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,0.0862208,0.114992827,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
145,Petrochelidon pyrrhonota,V,Endo,-0.053796,0.207840227,1047,41.2167,Petrochelidon,Hirundinidae,Passeriformes,Ave
28,Calopteryx splendens,I,Ecto,-0.155,NA,33,55.6333,Calopteryx,Calopterygidae,Odonata,Insecta
28,Calopteryx splendens,I,Ecto,-0.028,NA,33,55.6333,Calopteryx,Calopterygidae,Odonata,Insecta
28,Calopteryx splendens,I,Ecto,0.082,NA,33,55.6333,Calopteryx,Calopterygidae,Odonata,Insecta
28,Calopteryx splendens,I,Ecto,0.076,NA,33,55.6333,Calopteryx,Calopterygidae,Odonata,Insecta
28,Calopteryx splendens,I,Ecto,0.099,NA,33,55.6333,Calopteryx,Calopterygidae,Odonata,Insecta
28,Calopteryx splendens,I,Ecto,-0.058,NA,10,55.7,Calopteryx,Calopterygidae,Odonata,Insecta
28,Calopteryx splendens,I,Ecto,-0.061,NA,10,55.7,Calopteryx,Calopterygidae,Odonata,Insecta
28,Calopteryx splendens,I,Ecto,-0.071,NA,10,55.7,Calopteryx,Calopterygidae,Odonata,Insecta
22,Carpodacus mexicanus,V,Endo,0.45,NA,742,32.2322,Carpodacus,Fringillidae,Passeriformes,Ave
22,Carpodacus mexicanus,V,Endo,-0.31,NA,1079,32.2606,Carpodacus,Fringillidae,Passeriformes,Ave
23,Carpodacus mexicanus,V,Endo,-0.01,NA,201,32.6042,Carpodacus,Fringillidae,Passeriformes,Ave
23,Carpodacus mexicanus,V,Endo,-0.12,NA,201,32.6042,Carpodacus,Fringillidae,Passeriformes,Ave
23,Carpodacus mexicanus,V,Endo,0.03,NA,201,32.6042,Carpodacus,Fringillidae,Passeriformes,Ave
23,Carpodacus mexicanus,V,Endo,-0.34,NA,201,32.6042,Carpodacus,Fringillidae,Passeriformes,Ave
23,Carpodacus mexicanus,V,Endo,-0.15,NA,201,32.6042,Carpodacus,Fringillidae,Passeriformes,Ave
23,Carpodacus mexicanus,V,Endo,-0.47,NA,201,32.6042,Carpodacus,Fringillidae,Passeriformes,Ave
23,Carpodacus mexicanus,V,Endo,0.03,NA,268,42.2791,Carpodacus,Fringillidae,Passeriformes,Ave
23,Carpodacus mexicanus,V,Endo,-0.08,NA,268,42.2791,Carpodacus,Fringillidae,Passeriformes,Ave
23,Carpodacus mexicanus,V,Endo,-0.21,NA,268,42.2791,Carpodacus,Fringillidae,Passeriformes,Ave
23,Carpodacus mexicanus,V,Endo,-0.06,NA,268,42.2791,Carpodacus,Fringillidae,Passeriformes,Ave
23,Carpodacus mexicanus,V,Endo,-0.03,NA,268,42.2791,Carpodacus,Fringillidae,Passeriformes,Ave
23,Carpodacus mexicanus,V,Endo,-0.12,NA,268,42.2791,Carpodacus,Fringillidae,Passeriformes,Ave
23,Carpodacus mexicanus,V,Endo,-0.09,NA,1834,48.8573,Carpodacus,Fringillidae,Passeriformes,Ave
23,Carpodacus mexicanus,V,Endo,-0.04,NA,1834,48.8573,Carpodacus,Fringillidae,Passeriformes,Ave
23,Carpodacus mexicanus,V,Endo,0,NA,1834,48.8573,Carpodacus,Fringillidae,Passeriformes,Ave
23,Carpodacus mexicanus,V,Endo,-0.02,NA,1834,48.8573,Carpodacus,Fringillidae,Passeriformes,Ave
23,Carpodacus mexicanus,V,Endo,0.46,NA,1834,48.8573,Carpodacus,Fringillidae,Passeriformes,Ave
23,Carpodacus mexicanus,V,Endo,0.19,NA,1834,48.8573,Carpodacus,Fringillidae,Passeriformes,Ave
64,Ficedula albicollis,V,Endo,0.188,0.097,26,57.1667,Ficedula,Muscicapidae,Passeriformes,Ave
64,Ficedula albicollis,V,Endo,0.073,0.072,26,57.1667,Ficedula,Muscicapidae,Passeriformes,Ave
64,Ficedula albicollis,V,Endo,0.237,0.079,26,57.1667,Ficedula,Muscicapidae,Passeriformes,Ave
64,Ficedula albicollis,V,Endo,0.006,0.069,26,57.1667,Ficedula,Muscicapidae,Passeriformes,Ave
64,Ficedula albicollis,V,Endo,0.32,0.087,26,57.1667,Ficedula,Muscicapidae,Passeriformes,Ave
64,Ficedula albicollis,V,Endo,0.179,0.068,26,57.1667,Ficedula,Muscicapidae,Passeriformes,Ave
64,Ficedula albicollis,V,Endo,0.006,0.103,26,57.1667,Ficedula,Muscicapidae,Passeriformes,Ave
64,Ficedula albicollis,V,Endo,0.368,0.183,26,57.1667,Ficedula,Muscicapidae,Passeriformes,Ave
64,Ficedula albicollis,V,Endo,0.321,0.115,26,57.1667,Ficedula,Muscicapidae,Passeriformes,Ave
64,Ficedula albicollis,V,Endo,0.271,0.109,26,57.1667,Ficedula,Muscicapidae,Passeriformes,Ave
64,Ficedula albicollis,V,Endo,0.359,0.077,26,57.1667,Ficedula,Muscicapidae,Passeriformes,Ave
64,Ficedula albicollis,V,Endo,0.097,0.064,26,57.1667,Ficedula,Muscicapidae,Passeriformes,Ave
64,Ficedula albicollis,V,Endo,0.086,0.066,26,57.1667,Ficedula,Muscicapidae,Passeriformes,Ave
64,Ficedula albicollis,V,Endo,0.205,0.115,26,57.1667,Ficedula,Muscicapidae,Passeriformes,Ave
64,Ficedula albicollis,V,Endo,0.182,0.11,26,57.1667,Ficedula,Muscicapidae,Passeriformes,Ave
64,Ficedula albicollis,V,Endo,0.224,0.07,26,57.1667,Ficedula,Muscicapidae,Passeriformes,Ave
64,Ficedula albicollis,V,Endo,0.421,0.092,26,57.1667,Ficedula,Muscicapidae,Passeriformes,Ave
67,Ovis aries,V,Endo,NA,NA,121,57.814,Ovis,Bovidae,Artiodactyla,Mammalia
67,Ovis aries,V,Endo,NA,NA,121,57.814,Ovis,Bovidae,Artiodactyla,Mammalia
158,Parus major,V,Endo,NA,NA,10,51.641,Parus,Paridae,Passeriformes,Ave
158,Parus major,V,Endo,NA,NA,10,51.641,Parus,Paridae,Passeriformes,Ave
158,Parus major,V,Endo,NA,NA,10,51.641,Parus,Paridae,Passeriformes,Ave
158,Parus major,V,Endo,NA,NA,10,51.641,Parus,Paridae,Passeriformes,Ave
158,Parus major,V,Endo,NA,NA,10,51.641,Parus,Paridae,Passeriformes,Ave
158,Parus major,V,Endo,NA,NA,39,52.0833,Parus,Paridae,Passeriformes,Ave
158,Parus major,V,Endo,NA,NA,39,52.0833,Parus,Paridae,Passeriformes,Ave
112,Zosterops lateralis chlorocephalus,V,Endo,-0.13,0.16,-17,23.4333,Zosterops,Zosteropidae,Passeriformes,Ave
112,Zosterops lateralis chlorocephalus,V,Endo,-0.04,0.08,-17,23.4333,Zosterops,Zosteropidae,Passeriformes,Ave
112,Zosterops lateralis chlorocephalus,V,Endo,-0.02,0.06,-17,23.4333,Zosterops,Zosteropidae,Passeriformes,Ave
112,Zosterops lateralis chlorocephalus,V,Endo,0.01,0.06,-17,23.4333,Zosterops,Zosteropidae,Passeriformes,Ave
112,Zosterops lateralis chlorocephalus,V,Endo,0.07,0.07,-17,23.4333,Zosterops,Zosteropidae,Passeriformes,Ave
112,Zosterops lateralis chlorocephalus,V,Endo,0.09,0.06,-17,23.4333,Zosterops,Zosteropidae,Passeriformes,Ave
112,Zosterops lateralis chlorocephalus,V,Endo,0.09,0.05,-17,23.4333,Zosterops,Zosteropidae,Passeriformes,Ave
